"","at","value","timestamp"
"627","2013-06-23T21:03:16.594021Z",9280,2013-06-23 21:03:16
"628","2013-06-23T21:05:16.669315Z",26101,2013-06-23 21:05:16
"629","2013-06-23T21:07:16.665972Z",21740,2013-06-23 21:07:16
"630","2013-06-23T21:09:16.633753Z",21740,2013-06-23 21:09:16
"631","2013-06-23T21:11:16.613809Z",21740,2013-06-23 21:11:16
"632","2013-06-23T21:13:16.700805Z",26101,2013-06-23 21:13:16
"633","2013-06-23T21:15:16.678499Z",483,2013-06-23 21:15:16
"634","2013-06-23T21:17:16.622625Z",384,2013-06-23 21:17:16
"635","2013-06-23T21:19:16.635634Z",21740,2013-06-23 21:19:16
"636","2013-06-23T21:21:16.630500Z",289,2013-06-23 21:21:16
"637","2013-06-23T21:23:16.647054Z",14472,2013-06-23 21:23:16
"638","2013-06-23T21:25:16.654801Z",26101,2013-06-23 21:25:16
"639","2013-06-23T21:27:16.671171Z",43545,2013-06-23 21:27:16
"640","2013-06-23T21:29:16.674768Z",32643,2013-06-23 21:29:16
"641","2013-06-23T21:31:16.685668Z",43545,2013-06-23 21:31:16
"642","2013-06-23T21:33:16.684244Z",4607,2013-06-23 21:33:16
"643","2013-06-23T21:35:16.688582Z",18625,2013-06-23 21:35:16
"644","2013-06-23T21:37:16.705118Z",26101,2013-06-23 21:37:16
"645","2013-06-23T21:39:16.717544Z",21740,2013-06-23 21:39:16
"646","2013-06-23T21:41:16.716395Z",14472,2013-06-23 21:41:16
"647","2013-06-23T21:43:16.727498Z",9280,2013-06-23 21:43:16
"648","2013-06-23T21:45:16.727991Z",18625,2013-06-23 21:45:16
"649","2013-06-23T21:47:16.734409Z",13018,2013-06-23 21:47:16
"650","2013-06-23T21:49:16.740221Z",16289,2013-06-23 21:49:16
"651","2013-06-23T21:51:16.754562Z",21740,2013-06-23 21:51:16
"652","2013-06-23T21:53:16.755877Z",14472,2013-06-23 21:53:16
"653","2013-06-23T21:55:16.764912Z",16289,2013-06-23 21:55:16
"654","2013-06-23T21:57:16.770035Z",13018,2013-06-23 21:57:16
"655","2013-06-23T21:59:16.784550Z",13018,2013-06-23 21:59:16
"656","2013-06-23T22:01:16.790660Z",32643,2013-06-23 22:01:16
"657","2013-06-23T22:03:16.792022Z",130767,2013-06-23 22:03:16
"658","2013-06-23T22:05:16.800996Z",130767,2013-06-23 22:05:16
