"","at","value","timestamp"
"367","2013-06-17T12:12:15.545005Z",779,2013-06-17 12:12:15
"368","2013-06-17T12:14:15.561281Z",642,2013-06-17 12:14:15
"369","2013-06-17T12:16:15.546861Z",13,2013-06-17 12:16:15
"370","2013-06-17T12:18:15.557192Z",15,2013-06-17 12:18:15
"371","2013-06-17T12:20:15.589137Z",758,2013-06-17 12:20:15
"372","2013-06-17T12:22:15.600320Z",666,2013-06-17 12:22:15
"373","2013-06-17T12:24:15.609017Z",646,2013-06-17 12:24:15
"374","2013-06-17T12:26:15.591704Z",15,2013-06-17 12:26:15
"375","2013-06-17T12:28:15.628653Z",674,2013-06-17 12:28:15
"376","2013-06-17T12:30:15.613505Z",11,2013-06-17 12:30:15
"377","2013-06-17T12:32:15.657497Z",606,2013-06-17 12:32:15
"378","2013-06-17T12:34:15.656208Z",606,2013-06-17 12:34:15
"379","2013-06-17T12:36:15.642086Z",17,2013-06-17 12:36:15
"380","2013-06-17T12:38:15.675459Z",742,2013-06-17 12:38:15
"381","2013-06-17T12:40:15.688550Z",691,2013-06-17 12:40:15
"382","2013-06-17T12:42:15.696476Z",1230,2013-06-17 12:42:15
